news title,news publisher,news writer,news content,news date,news category,news link
集团公司首席科学家范总一行来苏进行企业5G+工业互联网调研,发布人: 杜依莉,撰稿人: 苏州产互办, 4月8日，正值苏州高新区智能化改造和数字化转型工作推进大会暨中国联通（江苏）标识解析二级节点上线发布之际，集团公司首席科学家范济安一行赴苏州高新区智能制造企业实地调研。 范博士先后考察了苏州高新区智能制造领军企业苏州科达科技股份有限公司和苏州莱克电气股份有限公司，现场参观考察了两家企业的智能化车间，聚焦“智改数转”与企业领导进行深入技术交流。 在与科达公司的交流中，范博士提出了SMT车间5G的应用场景、整机车间如何解决少批量多品种的智能排产以及与科达公司的产品方案合作意向，提出双方可以利用各自技术能力，合力拓展矿井油田、港口码头等行业项目。 在参观莱克电气的过程中，范博士对莱克的自动化、数字化程度比较欣赏，莱克从2015年启动建设智能化改造，目前基本上达到了黑灯工厂的自动化水平。在交流过程中，范博士提出了如何减少企业库存打造去中心化的物流平台、2C产品的智能化、工业数据的治理及5G+视频检测的应用合作。 通过二个标杆企业的调研，范博士对苏州制造企业的数字化水平有了更深的了解，并指出苏州一定要建设1-2个标杆工厂，来引领苏州制造企业数字化转型，集团公司也一定会全力支撑苏州标杆项目的建设。随后，范博士参加了苏州高新区智能化改造和数字化转型工作推进大会暨中国联通（江苏）标识解析二级节点上线发布会，并进行了“企业数字化转型中的5G与工业互联网”主题演讲，受到了与会的政府领导和企业家们的高度关注。 江苏联通政企BG工业互联网BU总经理卜寅、苏州联通副总经理徐伟斌、联通（江苏）产互苏州办负责人吴华、苏州高新区经济发展委员会新兴产业处过英豪、苏州高新区狮山横塘街道周正科、苏州联通高新区分公司行业总监王振一同参加了此次调研。,"周五, 04/09/2021 - 16:02",新闻类别: 会议活动（外部）,/node/2347
学好党史教科书，走好乡村振兴路--多支部联合活动 强化“四史”教育,发布人: 唐春芳,撰稿人: 马晓浔, 欲知大道，必先为史。习近平总书记指出：“历史是最好的教科书。”“学习党史、国史，是坚持和发展中国特色社会主义、把党和国家各项事业继续推向前进的必修课。这门功课不仅必修，而且必须修好。” 为加强党史、新中国史、改革开放史、社会主义发展史（以下简称“四史”）学习教育往深里走、往心里走、往实里走，增强员工守初心、担使命的思想自觉和行动自觉，进一步把“四史”学习教育同高质量党建引领高质量发展结合起来，4月9日，苏州联通政企、党群、人力资源、办公室、财务等五个支部联合开展了题为“ 学好党史教科书，走好乡村振兴路”的教育活动，前往苏州革命博物馆、高新区树山村参观学习。 足迹殷殷，筚路蓝缕。在苏州革命博物馆大家带着崇敬的心情，认真倾听讲解，观看陈列实物，回顾革命历程，追忆峥嵘岁月，缅怀革命英烈。面对党旗，同志们重温了入党誓词，增强了责任感、使命感。 改革创新，乡村振兴。在树山新农村，同志们深刻感受着社会主义新农村的风貌。据介绍，树山村曾先后斩获了全国农业旅游示范点、国家级生态村、全国文明村等多项荣誉称号，成绩的背后是通安镇与苏高新集团“以党建促联建，以联建共建促发展”，携手共走振兴之路的结果。2006年，双方同比例出资成立专业农业旅游公司，该公司全面参与到树山村基础设施建设、生态旅游发展、旅游地产开发、景区运营管理等各项工作，在双方的共同努力下，树山村集体经济10多年间创下了百倍级增长记录。 智慧乡村，联通助力。依托联通公司信息化能力，树山村将开启“智慧乡村”新模式。2020年12月，苏州联通姑苏营销中心成功中标高新区智慧乡村（树山村）项目，合同金额508万元。依托联通美丽乡村平台，未来的树山村，将开启智能化、景区化、乐居化的新模式。 学思践悟、融汇贯通。通过本次学习教育，党员干部们收获颇丰，纷纷表示会将“四史”学习、实践和传播结合起来，不仅做好“四史”的学习者，更会做好“四史”的传播者，让身边更多干部员工不忘历史、不忘初心，知史爱党、知史爱国，努力把学习教育成果转化为卧薪尝胆、凤凰涅槃，艰苦奋斗、艰苦创业，真抓实干、善作善成的实际效果，为苏州分公司完成全年目标任务奋勇冲刺，以优异成绩迎接建党一百周年。,"周五, 04/09/2021 - 17:11",新闻类别: 党建,/node/2348
常熟联通组织召开第一季度廉洁风险防控工作小组专题会议,发布人: 冯丹妍,撰稿人: 张鸣鸿, 2021年4月9日上午，在公司308会议室组织公司各职能部门兼职风险防控员参加的第一季度廉洁风险防控工作小组专题会议，区（县）专职纪检员、公司纪检联络员参加会议。 会议由区（县）专职纪检员高波同志主持。 会议重点针对年初布置的各部门廉洁风险防控工作落实情况进行检查、点评。各部门兼职风险防控员结合本部门风险防控的实际工作情况进行汇报及提出意见和建议。重点对部门人员变动、管理机制的调整，提出整改完善及具体措施。 会议强调：廉洁风险防控工作目前已进入日常监督检查程序，建立和完善长效监督管理机制十分重要。日常监督检查成为当前廉洁风险防控工作重点。在各专业、条线不同岗位所对应的风险点上，严格按照工作流程进行操作，不能够出现违规行为、不得出现严重差错。要及时提醒部门及员工，时刻牢记廉洁风险防控工作要求和工作制度，对在监督检查过程中发现的问题必须及时向工作小组汇报，按照工作处理程序进行解决。同时，要及时记录廉洁风险防控监督检查工作过程，做好部门工作台帐记录，按时上报部门廉洁风险防控监督检查情况月报，使廉洁风险防控工作有人抓，有人管、落实处、有成效。 探索廉洁风险防控管理机制，着力查找廉洁风险点，完善防控措施，健全内控机制，积极构建与自身实际相符合的惩治和预防腐败体系，夯实预防腐败工作基础，全面保障和推动常熟联通党风廉政建设和反腐败以及廉洁风险防控工作的深入发展，为公司经营发展创造良好环境。 会议要求：要做好内部管理与外部监督相结合。充分调动部门内部、部门之间等监督管理的积极性，全面做好前期预防、中期监控、后期处置，始终把监督贯穿于业务工作的全过程，切实形成合力化解风险。要做好廉洁风险防控和业务工作相结合。通过廉洁风险防控管理工作，将监督管理关口前置，让广大党员干部和员工从思想上增强“风险防范人人有责”的意识，努力形成全员参与廉洁风险防控的良好氛围和环境。要做好增强风险意识和制度建设相结合。进一步增强全体员工的风险意识、责任意识、自律意识，进一步制定完善各项制度，切实转变工作作风，提高工作效率，促进工作规范性。 常熟联通将进一步强化忧患意识、岗位担当意识、作风效能意识、廉洁自律意识，扎实做好廉洁风险防控管理工作，为常熟联通健康、稳定、和谐发展提供强有力的保障。中共中国联通常熟分公司支部委员会2021年4月9日,"周五, 04/09/2021 - 17:27",新闻类别: 会议活动（内部）,/node/2349
法企共建  智慧互联——办公室党支部与市中级人民法院办公室党支部开展党建团建结对活动,发布人: 徐可,撰稿人: 办公室 徐可, 为深入贯彻落实党的十九大和十九届历次全会精神，充分发挥党建统领、凝聚人心、推动发展的作用，努力构建资源共享、优势互补、互促共进、共同提高的党团建设工作新格局，4月8日，苏州市中级人民法院办公室党支部、院团委与苏州联通办公室党支部、公司团委开展“法企共建 智慧互联”结对共建。 在产互办的大力支撑下，中院办公室党支部、院团委同志先后参观了苏州联通5G+数字城市展厅的“信息消费专场”和“党建专场”，这也是展厅不同场景的首次无缝切换。在信息消费展厅，一行人感受了苏州智慧城市发展和联通助力智能化改造和数字化转型的成果。在党建展厅，一行人重走长征路，重温了党领导人民进行艰苦卓绝斗争的光辉历程，回顾了苏州联通近年来党建融入中心工作的各项成果。 在随后的交流座谈中，双方一致认为结对共建是推动双方党建团建的重要举措，是促进基层党员、青年团员学习交流的重要载体，也是双方探索服务外延、生态圈运营和数字化转型的重要抓手。今后，双方将结合各自工作特点，以党建团建促共建，最大程度整合利用双方资源，努力开创以党建团建促业务发展的新局面。交流中，行销中心对中院提出的智能化改造问题进行专业解答。  在落实党中央长三角一体化发展战略和优化营商环境的大背景下，双方将抓住共建机遇，发扬共产党人“为人民服务”的优良传统，践行“三个一切”理念，加强交流和联通，在数字化转型中服务好广大员工。,"周五, 04/09/2021 - 18:55",新闻类别: 党建,/node/2350
“小燕直播”圆满完成集团公司“冬奥倒计时300天“ 直播任务,发布人: 徐可,撰稿人: 渠道营销中心  张莉, 4月8日北京2022年冬奥倒计时300天之日，由集团公司冬奥会办公室主办，苏州联通“小燕直播”承办，圆满完成“智慧冬奥、联通力量”冬奥倒计时300天主题活动。本次直播在中国联通APP、中国联通官方微博、智慧门户CU直播三方平台进行同步直播。 奥运因科技而精彩、科技因奥运而前行。为了策划承办好本场“有温度、有情怀、有创新”的冬奥主题直播，在集团公司冬奥办的支持下，“小燕直播”团队精心策划，围绕5G赋能智慧冬奥策划直播内容，通过介绍中国联通APP的冬奥专区、展示冬奥徽章、介绍冬奥项目、有奖互动冬奥知识、展示联通员工参与冬奥工作情况以及智慧冬奥科技成果等内容与粉丝充分互动，把奥运精神与联通企业文化相融合，利用冬奥知识的有奖互动、冬奥积分红包雨、冬奥合作伙伴安踏的商品赞助等等内容，让更多的粉丝踊跃参与到直播中，在轻松、愉快、热闹的气氛里，学习到冬奥知识，并且开始乐于关注冬奥、支持冬奥、参与冬奥。  本次活动是“小燕直播”继“冬奥倒计时一周年”专题直播后，第二次承办总部冬奥系列主题直播。在总部冬奥办的大力支持下，利用中国联通5G技术，通过中国联通APP、沃视频APP、5Gⁿlive、中国联通微博、智慧门户CU直播等平台全程在线直播。2个小时的直播活动，累计观看人次达到22.3万次，有效实现了冬奥知识科普的目的、分享了目前冬奥的进展，并为冬奥合作伙伴安踏成功实现品牌文化推荐和产品带货，得到了总部冬奥办和北京冬奥组委的高度认可。  下阶段，苏州联通“小燕直播”团队将继续配合好集团冬奥办，通过直播的形式，让更多人感受到联通的5G网络、智慧应用和丰富的产品，用创新的直播技术展现冬奥的盛况，用新的发展传承冬奥文化，用新理念讲好冬奥故事。为广大群众的广泛参与，提供创新平台；为中国力量的再次彰显，注入强劲动能；为举办一届精彩、非凡、卓越的冬奥盛会，贡献联通力量！,"周五, 04/09/2021 - 19:19",新闻类别: 会议活动（内部）,/node/2351
工业园区分公司政企总监时晶莹荣获苏州工业园区城市管理优秀个人殊荣,发布人: 吴静文,撰稿人: 康春华,    4月9日下午，工业园区管委会召开苏州工业园区2021年城市管理工作会议。会议由园区管委会副主任陈东安主持，园区管委会主任丁立新为本次活动致辞，园区各街道、功能区、各局办等相关领导及园区联通等企业出席了本次会议。    会上，园区管委会表彰了在过去一年中为工业园区城市管理作出突出贡献的优秀单位及个人，工业园区分公司政企总监时晶莹因突出表现荣获2020年度苏州工业园区城市管理优秀个人殊荣。    2020年，园区政企在政企总监时晶莹的带领下，深入助力园区431民生整治工程，为胜浦街道滨江苑、浪花苑、唯亭街道青苑社区在内的多个社区提供了包括智能垃圾分类、高空抛物监控、电动车管理在内的各类信息化服务，为街道及社区管理提供创新抓手。目前，正与园区胜浦、唯亭、斜塘、娄葑四大街道量身定制智能化垃圾分类监控、红浦驿站、智慧消防等各种特色服务，进一步助推街道信息化升级。    工业园区分公司将以“舍我其谁”的担当、敢为人先的魄力、力谋新片的勇气，以街道“三定一督”小区落实为主要切入点，全面突破园区四大街道板块并形成局部优势板块区域，为工业园区打造世界一流高科技园区、打造苏州城市新中心形成“联通标杆”！,"周一, 04/12/2021 - 09:08",新闻类别: 会议活动（外部）,/node/2353
张家港分公司成功举办“数字赋能  共赢未来”5G+工业互联网交流会,发布人: 陈莹,撰稿人: 陈佳玲, 4月9日下午，张家港分公司成功举办“数字赋能 共赢未来”5G+工业互联网交流会，张家港市规上企业重点客户代表参加了本次会议。 本次交流会主要以国际业务、5G+工业互联网建设、云联网推荐为主，分别邀请了市分国际业务中心罗丽娟总监和市产互李元玥来到现场进行讲解。会上，张家港分公司产品经理也就联通云联网、精品网业务向宾客进行了介绍，交流会现场气氛热烈，客户对联通的产品颇为感兴趣，纷纷结合自身企业现状进行了提问和互动。 本次交流会作为联通与客户沟通的桥梁，进一步展示了联通能力，加深了客户对于联通创新型产品的了解，为后期再次拓展合作方向打下了基础。接下来，张家港联通将结合行业特色，有针对性地细化方案，继续加强拜访，在工业互联网及国际业务方面实现新的突破！,"周一, 04/12/2021 - 09:10",新闻类别: 会议活动（内部）,/node/2352
学习蚕桑文化，享受亲子时光——吴江联通开展2021年户外踏青工会活动,发布人: 李乃娟,撰稿人: 孙群, 人间四月尽芳菲、盎然春意韵味浓，4月10日，吴江分公司组织开展了震泽“蚕桑文化园”亲子主题活动，公司员工及其子女、家属共计100余人参加了此次活动。 在工作人员的带领下，大家参观了桑蚕园，回归田园生活，聆听震泽古镇的蚕桑历史、蚕桑文化，观察蚕从卵到茧的生长过程，了解蚕丝产品的制作工艺。 中午时分，野火饭和烧烤紧锣密鼓地开展起来了。大家三五成群，分工合作，领食材，剥豌豆，刷锅子，架炭火……很快，一锅锅色彩丰富、香味扑鼻的野火饭出炉啦！烤肉在碳火上滋滋作响，孩子们守在一旁等待美味大餐。大家边品尝边交流劳动心得，成功感、满足感、幸福感洋溢在每一个家长和孩子的脸上。 通过此次亲子活动，不仅拉进了员工之间的距离，家长们和孩子也共同度过了一个温馨轻松的周末，一起玩乐，一起成长！,"周一, 04/12/2021 - 13:58",新闻类别: 会议活动（外部）,/node/2356
吴中区营销中心全面推广5G CPE，助力吴中打造数字化移动方舱疫苗接种工作,发布人: 别广思,撰稿人: 别广思,   2021年3月，国家卫健委下达全民接种新冠疫苗的通知，吴中区营销中心在第一时间拜访吴中区卫健委沟通医院线路保障，了解到吴中区须在6月底前完成全民60%接种工作，并在4月首批完成8个方舱点的设立。   吴中区营销中心迅速展开部署，频繁保持与卫健委接触拜访，重点推荐5G CPE移动网络产品，此产品不仅能够满足此次方舱的上下行带宽部署，同时还能满足无线移动要求，比友商提供的有线网络部署更胜一筹。在市分网络优化部门同事的帮助下，于4月9日完成首个方舱点－苏州科技大学天平学院现场测试，测试现场情况网络质量获得了对方的一致认可。   吴中区卫健委、吴中区疾控中心与苏州联通吴中区营销中心完成32个网点的5GCPE业务采购意向，首批采购交付20套设备于4月12日完成交付及部署。   吴中区营销中心团结一心，坚持改革创新，坚决高质量发展，决胜二季度。,"周一, 04/12/2021 - 14:56",新闻类别: 会议活动（外部）,/node/2358
“浓浓同事情 依依惜别意” ——常熟分工会召开退休职工座谈会,发布人: 冯丹妍,撰稿人: 陈丽乔,    风雨兼程数十载，真情欢送暖人心。4月12日下午，一场简单而温馨的职工退休欢送仪式在常熟分公司会议室举行，常熟分工会组织公司领导、员工代表与退休职工欢聚一堂，热烈欢送即将光荣退休的朱苏平同志。    会上，大家畅所欲言，朱苏平同志回顾了在公司的工作经历和生活历程，感谢公司在他的退休之际举办欢送会，让他真切地感受到了“家”的温暖。他表示非常荣幸能与常熟联通一同成长、壮大，感谢公司对自己一如既往的关心和支持，并表达了对公司未来美好的憧憬和祝愿。在座代表纷纷发言交流，回忆一同经历过的岁月，表达了浓浓同事情谊，依依惜别。    最后，张志伟总监对朱苏平同志多年以来的辛勤工作表示肯定与感谢，同时向朱苏平同志颁发了光荣退休证书及退休纪念品，并祝福他退休生活老有所乐、老有所为、身体健康、阖家幸福。,"周一, 04/12/2021 - 16:25",新闻类别: 会议活动（内部）,/node/2359
昆山联通开展2021年妇女节踏青赏花活动,发布人: 陆群芳,撰稿人: 王红, 阳春四月，春意盎然。为全面丰富职工的文体生活，促进职工之间的相互交流与融合，发挥工会组织的桥梁纽带作用，激发女职工团队活力。昆山联通4月9日下午走进上方山国家森林公园，组织职工开展“妇女节踏青赏花”户外团体活动。 一路上大家惬意沟通，体验着赏花的乐趣，享受着多彩的美景，充分感受到了人与自然、人与人之间的和谐。在万物复苏、草长莺飞的美好时节，百万花海，风景如画美不胜收，漫山的樱花、桃花的景色更是吸引大家频频驻足，拍照留影，留下了一幅其乐融融的巾帼风景线！ 通过此次轻松而又愉快的踏青活动，不仅使大家在紧张的工作之余放松了身心、陶冶了情操，增进了同事之间的沟通交流，还让女职工们真切地感受到公司的重视与关爱，使她们更加爱岗敬业，以更加热情、更加昂扬的精神风貌投入到工作中，充分发挥女同胞“半边天”的作用，为实现联通高质量发展贡献巾帼力量。,"周一, 04/12/2021 - 17:39",新闻类别: 会议活动（内部）,/node/2360
园区管委会党政办公室（大数据局）一行莅临苏州信息消费中心参观交流,发布人: 吴静文,撰稿人: 康春华,    4月12日下午，工业园区管委会党政办公室（大数据局）邹小伟主任及各处室负责人一行12人应园区分公司邀请至苏州信息消费中心暨苏州联通展厅参观调研。苏州联通王筱副总经理、园区分公司周小金副总等人员陪同调研。    调研中，王总就联通“云大物智数安”数字基座能力及数字政务、工业经济大脑、区块链等应用与邹主任进行了深入细致的交流。邹主任表示本次调研进一步加深了对联通自主创新能力的了解，并就苏州联通一直以来对工业园区数字化转型深化的大力支持表示感谢，希望双方在数字经济、工业大脑、工业互联网等方面建设继续深化合作。    本次信息消费中心的调研交流，进一步深化了联通与园区党政办（大数据局）的客情关系，也为相关商机推进奠定了坚实的基础。工业园区分公司将秉持三牛精神，以苦干巧干加实干，跟着政府拓商机、树标杆、做项目，聚焦33616，决胜二季度！,"周二, 04/13/2021 - 09:28",新闻类别: 会议活动（外部）,/node/2361
吴江分公司召开4月第3周周例会,发布人: 李乃娟,撰稿人: 谢献娟,   4月12日晚，吴江分公司在市分决胜二季度指挥调度会后召开了本地周例会，会上各部门就4月已开展的工作进行汇报，公司领导布置本周重点工作。   一、全条线、全渠道、全体员工严格落实区政府止损控案百日会战工作要求，坚定不移推进断卡行动，持续落实实名制入网要求。   二、公众条线要加快以店包片工作推进，结合劳动竞赛提升移宽融合销量，提前规划五五购物节活动，做好终端赋能，聚焦精耕行动，网业协同有序推进各项工作。   三、政企加快移网整转商机排摸和转化，提升通服收入增长；同时紧盯政府项目，积极参与政府项目打标，加快大项目签约；落实楼宇业务发展，切实做好楼长队伍建设。   四、各部门要加强员工的纪律及考勤管理，严格执行公司考勤管理办法规定和钉钉打卡制度，严格执行日志填报，夯实基础管理工作。      吴江分公司将发扬“三牛”精神，践行“三实”承诺，压实责任、压茬推进，聚焦33616，坚持高质量发展，决胜二季度！,"周二, 04/13/2021 - 10:24",新闻类别: 周例会,/node/2365
常熟行业网格成功中标中共常熟市委宣传部城市“网安云脑”项目,发布人: 冯丹妍,撰稿人: 曹梦婷, 4月9日上午，行业网格中标中共常熟市委宣传部城市“网安云脑”项目，金额247.8万元。 “数字安全”是苏州市2021年推进数字经济和数字化项目清单重点工作之一，本次常熟宣传部城市“网安云脑”项目的中标为落地和推进苏州数字经济起到关键性作用。在公司领导的全力支持下，该项目于2020年2月开始接洽，基于前期双方的友好合作基础，经过多次对接，制定需求方案、建设方案、可行性报告等，于今日成功中标常熟市委宣传部网安项目。 本次项目的中标使常熟联通与政府行业关系得到更进一步的提升，也是2021年常熟联通致力于数字政府的良好开端，常熟联通作为央企将持续致力于服务本地政府、企业，推进常熟数字经济和数字化项目，更好地赋能实体、服务社会。,"周二, 04/13/2021 - 14:45",新闻类别: 会议活动（外部）,/node/2367
江苏联通办公室党支部与昆山联通党支部开展结对共建活动,发布人: 陆群芳,撰稿人: 夏娟, 4月13日，省分办公室郭光亮总经理带领办公室支部成员代表来到昆山联通，开展结对共建活动。昆山联通支部及党员代表，省分派驻纪检组吴延泉组长和市分办公室陆炜主任一同参加。 首先，党员们来到昆山档案馆的党史研究室，了解昆山深厚的历史文化，回望中国共产党星火燎原的峥嵘岁月，领略昆山之路在改革发展中的蓬勃之势，学习昆山“两院”院士、将军们的拳拳爱国之心和敦厚笃实的敬业精神。通过参观与学习，在场的党员同志们共学党史、共悟思想，也更深刻的认识到县域发展的重要性。 随后，江苏联通办公室党支部来到昆山联通听取党支部的工作汇报，并开展调研指导工作。昆山联通支部书记杨波汇报了昆山支部的党建及党风廉政建设工作开展情况，及昆山公司近期经营发展情况。省分机关支部郭光亮总经理、龚苏莉副总经理，殷切希望双方党支部能发挥党建结对优势，互促互进，探索改革创新之路。对昆山联通的发展提出了指导方法，希望昆山联通能继续保持高昂的斗志，以党建为统领，深度融入中心工作，重点在成本管控和移网市场份额提升方面，积极探索转型发展的新路。同时机关支部的其他同志也从合同管理、三重一大、保密制度等方面开展一对一的交流，提出了明确的指导意见。 吴延泉组长代表苏州联通感谢省分机关党支部能与昆山联通党支部结对并给与帮扶，希望昆山联通党支部把握契机，开足马力，走出一条昆山经验之路，为公司做出应有的贡献。,"周二, 04/13/2021 - 18:44",新闻类别: 会议活动（内部）,/node/3534
工业园区分公司召开“以店包片”业务推进会,发布人: 吴静文,撰稿人: 陈成,    4月13日下午，工业园区分公司召开“以店包片”推进会，会议邀请了渠道中心周国富副经理、刘瑞金主任、16个片区社区专员、施工单位参加。   会议针对“以店包片”管理模型进行了宣贯，明确了社区销售动作、存量提速、维系目标、激励考核、片区结对、触点建设、渠道经理职责等。并针对2i配送进行了专项培训。    市分周国富副经理、园区公众回传栋总监、园区网络中心王卫总监分别对于市公司支撑、“以店包片”、“精耕行动”政策给予一一解答。    最后周小金副总经理对于“以店包片”工作给予了充分肯定，并要求定期收集渠道问题，多做沟通，在“以店包片”的管理模型下做好移宽融合业务发展。    比一比，赛一赛，拼一拼，园区公司奋战二季度，势夺开门红。,"周三, 04/14/2021 - 09:29",新闻类别: 会议活动（内部）,/node/2369
5G共建共享组为方舱医院疫苗接种提供有力保障,发布人: 徐可,撰稿人: 周炜, 当前新冠境外输入风险仍然存在，疫情防控不能放松，而接种疫苗是预防控制新冠肺炎疫情的有效手段。苏州政府从3月24日起正式宣布实行全民免费接种新冠病毒疫苗，并将在各区紧急投放多个方舱医院便于市民接种。苏州联通5G共建共享组在吴中区营销中心的支持和配合下，立即成立专项工作组，着手对全市方舱医院及多个卫生服务中心进行信号保障及优化，确保疫苗接种工作的顺利展开。调查摸底 把握需求 5G共建共享组在收到消息后第一时间与前台进行沟通，确认各新建方舱医院的地点及需求，做好信息记录，设立管控清单，便于任务分配及跟踪落实，并确立了“当天测试，隔日优化”的基本原则，将响应速度提到最快。同时，对已知的卫生服务中心及各大医院进行摸测，掌握这些单位的覆盖情况，同步实行监控。截至4月9日，全市共摸排新建方舱医院16处，社区卫生服务中心及医院60余处，监控表格内小区超过400个。场景细分 方案优化 针对这些新建、改建的方舱医院带来的基础通信及部分市民在留观时的使用需求，5G共建共享组对每个场景进行单独分析，确定相应优化或建设方案。目前已完成优化场景3处，部分场景平均速率提升120M以上，效果明显。对于需要建设的场景，5G共建共享组与各县分单位积极沟通，做好设计，施工等人员的优先调度，保质保量完成建设任务。目前需要建设的场所共2个，均已完成方案设计，预计将在本月内完成。另外，部门内已制定应急通信建设预案，做好人员和物资摸查和调度，确保在发生网络拥塞，故障或其他情况时能够及时处理。端业联合 紧抓机遇 本次保障得到了吴中区营销中心的大力支持及配合，双方前后端联动，抓住良好机遇，抢先行动，重点推广公司5G CPE产品。他不仅能够满足方舱的小型场景网络需求，同时相比有线网络更加快捷方便。4月9日，在苏州科技大学天平学院校区现场测试，得到了客户方的一致认可，目前已完成32个网点的采购意向，首批20套设备将于4月12日前完成部署。,"周三, 04/14/2021 - 09:38",新闻类别: 评论经验,/node/2371
服务营销一体化，提价值稳用户——苏州客服经理再行动,发布人: 余珍璐,撰稿人: 蒋鸣,"    为了更好贯彻落实“提价值.控流失.精运营”,苏州客户运营中心客服经理孙女、张美在全省高价值再出发竞赛中取得了优异的成绩,荣获2020年江苏联通高价值团队劳动竞赛 “奋勇争先”个人荣誉奖称号。    作为一名客服经理，孙女和张美一直工作在客服一线，她们对自已有着高工作要求：明确的工作目标，创新的工作理念，认真的工作态度。在这些年的工作磨练中，一直秉承以客户为中心的服务理念。主动为客户提供更全面、快捷、周到的服务，让客户明明白白消费，并且在此基础上拓宽服务范围，以服务带动营销，增加公司收入，提高收入保有率和用户保有率。以真诚赢得客户，“一切从客户出发，一切为客户着想，一切对客户负责，一切让客户满意”是从事客服经理工作以来一贯遵循的工作原则。通过服务营销一体化，提价值稳用户，维系好每一位星级客户。    在业务营销方面，客服经理孙女一贯秉承干字当头，为了更好的完成工作目标，多少个周末、节假日放弃了自己的休息时间，奋战在一线。2020年，全年聚焦价值提升、5G转型，业务办理量逐月上升，个人年累计办理提价值业务5573笔，累计增收33.4万元。在年末的省公司劳动竞赛中9月10月连续两个月全省排名前十、11月竞赛收官月排名全省第一,在公司的年末考评中多次以总分第一的成绩评为优秀个人。2021年1月-3月全省劳动竞赛中,其个人排名每月均为第一。   对于公司，客服经理有着一份不一样的情怀。就像星辰守护大海，虽然这颗星星在天空中并不是最亮的最耀眼的，但是她们会在自己的位置，永恒地闪耀着自己那道柔弱的光，守护着这片大海……","周三, 04/14/2021 - 11:04",新闻类别: 会议活动（内部）,/node/2372
小燕直播助力吴中联通开展金庭春茶专场,发布人: 别广思,撰稿人: 别广思,   碧螺春，一杯承载2500年古城的味道。它产于吴中区太湖洞庭山，故命名洞庭碧螺春，是“中国十大名茶”之一，以其“卷曲成螺，清香袭人”闻名中外。   吴中区营销中心前期与金庭镇人民政府积极友好洽谈，经过采点准备，角本安排，场地协调，于2021年4月13日，由苏州市吴中区金庭镇人民政府主办，苏州市吴中区太湖西山茶叶协会、苏州联通吴中区营销中心承办，“小燕直播”创新工作室支撑，以展示吴中金庭生态为主线，弘扬碧螺春茶文化为目的，走进金庭开展小燕直播春茶专场。   本次直播创新挑战，全程以联通5G技术和无人机空中镜头切换，水月坞、天王坞的双场景无缝转接实现同步直播，带领中国联通APP 、中国联通官方微博、中国联通抖音三方直播间的粉丝们一起品味茶文化，线上领略金庭好风光。   活动开始，小燕主播为大家介绍了联通品牌5G网络覆盖对于落实乡村振兴、支持农业现代化转型发展起到的推动支持。活动特别邀请了西山文史专家热情的为粉丝们详细讲解江南文化，茶艺师介绍洞庭碧螺春制作生产工艺，并在线上直播采茶、生产制作、泡茶艺术表演，合作方在活动中提供价值千余元的茶叶礼品进行直播抽奖，直播间气氛十分热烈。    品一杯洞庭碧螺春，游一会人间仙境处。本次直播活动，不仅展现了金庭风光美，生态环境好，还向观众更进一步传达了苏州联通5G新技术的高速、应用及互动式体验。通过本次活动开展，为吴中区营销中心接下来的场景突破、产品转型打下扎实基础！,"周三, 04/14/2021 - 12:17",新闻类别: 会议活动（外部）,/node/2373
党建共建聚合力 携手共进促发展 ——太仓联通党支部与太仓浦发银行党支部开展党建共建活动,发布人: 王晓晨,撰稿人: 王晓晨,    为推动党建工作与生产经营深度融合，构建“资源共享、优势互补、互相促进、共同提高”党建工作新格局，4月13日，太仓联通党支部与太仓浦发银行党支部开展党建共建活动，就双方基层党建工作和业务开展进行了交流。    活动中，双方相互介绍了党建工作开展情况，围绕2B、2C合作，异业合作、金融业务等进行了讨论，特别就高端客户资源共享，双方互相引流、业务互相渗透、社区合体宣传等做了深入探讨。并对如何提升党建工作、如何开展党员学习教育等话题进行交流。双方现场签订了党建共建协议书。    下一步，共建双方将严格按照协议书的要求，一是搭党员“联学”，同步提升党性修养。结合“不忘初心、牢记使命”主题教育，联合开展主题党课活动、主题党日等活动，分享信息化建设最新成果，优势互补，利益共享。二是服务“联动”，充分展现单位责任形象。开展市场服务联动活动和开展“党员示范岗”争创活动。    此次党建共建活动是太仓联通党支部与太仓浦发银行党支部从合作意向走向实质推进的起点，太仓联通将抓住共建机遇，充分发挥基层党支部的战斗堡垒作用，激发党员的工作活力和先锋模范带头作用，以更优异的成绩迎接建党一百周年。 ,"周三, 04/14/2021 - 15:56",新闻类别: 党建,/node/2375
"行销中心执法网格重点攻坚,高质发展再创佳绩",发布人: 谭欣,撰稿人: 谭欣, 随着高质量用户发展工作的逐渐深入，行销中心执法网格知重负重，守土尽责，甘于奉献，勇于担责，一举实现高质量用户发展26户的突破，全面推进高质量工作的进行。 行销中心执法网格与某客户长期客情关系维系，一直保持着良好的关系。此次为了积极打响高值发展的战役，执法网格行业经理温权持续跟进5G套餐和高质量用户发展宣传，耐心讲解联通业务的特色与优势，取得了客户的信任，短短几天内陆续发展26户高质量用户，并进行一系列企业微信、手厅扫码、5G登网等标准动作，实现颗粒归仓！ 行销中心将秉持三牛精神，以苦干巧干加实干，跟着公司的旗帜走，聚焦33616，决胜二季度！,"周三, 04/14/2021 - 17:00",新闻类别: 会议活动（内部）,/node/2376
